2468,576,13280,Lam Takhian,ลำตะเคียน
2469,576,13120,Khok Chang,โคกช้าง
2470,576,13280,Chakkarat,จักราช
2471,576,13280,Nong Nam Yai,หนองน้ำใหญ่
2472,576,13120,Lat Chit,ลาดชิด
2473,576,13120,Na Khok,หน้าโคก
2474,576,13120,Ban Yai,บ้านใหญ่
2475,577,13140,Phachi,ภาชี
2476,577,13140,Khok Muang,โคกม่วง
2477,577,13140,Rasom,ระโสม
2478,577,13140,Nong Nam Sai,หนองน้ำใส
2479,577,13140,Don Ya Nang,ดอนหญ้านาง
2480,577,13140,Phai Lom,ไผ่ล้อม
2481,577,13140,Krachio,กระจิว
2482,577,13140,Phra Kaeo,พระแก้ว
2483,578,13230,Lat Bua Luang,ลาดบัวหลวง
2484,578,13230,Lak Chai,หลักชัย
2485,578,13230,Sam Mueang,สามเมือง
2486,578,13230,Phraya Banlue,พระยาบันลือ
2487,578,13230,Singhanat,สิงหนาท
2488,578,13230,Khu Salot,คู้สลอด
2489,578,13230,Khlong Phraya Banlue,คลองพระยาบันลือ
2490,579,13170,Lam Ta Sao,ลำตาเสา
2491,579,13170,Bo Ta Lo,บ่อตาโล่
2492,579,13170,Wang Noi,วังน้อย
2493,579,13170,Lam Sai,ลำไทร
2494,579,13170,Sanap Thuep,สนับทึบ
2495,579,13170,Phayom,พยอม
2496,579,13170,Han Taphao,หันตะเภา
2497,579,13170,Wang Chula,วังจุฬา
2498,579,13170,Khao Ngam,ข้าวงาม
2499,579,13170,Chamaep,ชะแมบ
2500,580,13110,Sena,เสนา
2501,580,13110,Ban Phaen,บ้านแพน
2502,580,13110,Chao Chet,เจ้าเจ็ด
2503,580,13110,Sam Ko,สามกอ
2504,580,13110,Bang Nom Kho,บางนมโค
2505,580,13110,Hua Wiang,หัวเวียง
2506,580,13110,Man Wichai,มารวิชัย
2507,580,13110,Ban Pho,บ้านโพธิ์
2508,580,13110,Rang Chorakhe,รางจรเข้
2509,580,13110,Ban Krathum,บ้านกระทุ่ม
2510,580,13110,Ban Thaeo,บ้านแถว
2511,580,13110,Chai Na,ชายนา
2512,580,13110,Sam Tum,สามตุ่ม
2513,580,13110,Lat Nga,ลาดงา
2514,580,13110,Don Thong,ดอนทอง
2515,580,13110,Ban Luang,บ้านหลวง
2516,580,13110,Chao Sadet,เจ้าเสด็จ
2517,581,13270,Bang Sai,บางซ้าย
2518,581,13270,Kaeo Fa,แก้วฟ้า
2519,581,13270,Tao Lao,เต่าเล่า
2520,581,13270,Plai Klat,ปลายกลัด
2521,581,13270,Thep Mongkhon,เทพมงคล
2522,581,13270,Wang Phatthana,วังพัฒนา
2523,582,13210,Khan Ham,คานหาม
2524,582,13210,Ban Chang,บ้านช้าง
2525,582,13210,Sam Bandit,สามบัณฑิต
2526,582,13210,Ban Hip,บ้านหีบ
